1	0.54741978	0.6073075	0.74759471	0.47154546	0.64032735	0.74125794	0.84485567	0.13412293	0.40531542	0.2404784	0.57549486	0.39085475	0.8936327	0.834369	0.86371087
1	0.41326606	0.65625952	0.61203598	0.53795802	0.65735413	0.98891162	0.330829	0.65381202	0.9828352	0.14218716	0.37818614	0.97295833	0.97178599	0.96605275	0.11920726
1	0.48782795	0.6111064	0.74180341	0.49415849	0.62960119	0.48485333	0.12085957	0.1841941	0.23737302	0.95693592	0.81311281	0.90636432	0.79468216	0.39002651	0.22868758
1	0.49081424	0.68803294	0.69542232	0.54236729	0.60208492	0.49517702	0.33293628	0.051331886	0.70671522	0.63566139	0.41342729	0.83672278	0.93350161	0.93111163	0.40138685
1	0.64147185	0.61529382	0.72069727	0.52980785	0.63777124	0.10579827	0.90085249	0.76395708	0.3691988	0.29414863	0.95738402	0.82964339	0.97480167	0.5988681	0.42645554
1	0.5137835	0.65800716	0.78760509	0.45920629	0.62547984	0.18971041	0.46706819	0.072885299	0.55778897	0.95089442	0.21773207	0.13860172	0.66846427	0.19078465	0.83336356
1	0.51236655	0.66630314	0.72445814	0.49250513	0.58357213	0.6966672	0.44602665	0.11035348	0.39679932	0.2241715	0.84321334	0.35314181	0.81095003	0.53188917	0.42939734
1	0.51864293	0.61071745	0.72654971	0.5403867	0.63387335	0.39470748	0.18907217	0.10166939	0.93375985	0.66598722	0.066946258	0.61833738	0.54366323	0.81468169	0.43517555
1	0.55803051	0.75129998	0.71409679	0.45995922	0.62395947	0.94930391	0.082071207	0.010336618	0.0078202936	0.92367561	0.67664468	0.69474323	0.55984071	0.30172678	0.58560913
1	0.49984726	0.57139224	0.70380925	0.55338867	0.53993005	0.44837291	0.58598704	0.35963491	0.36765292	0.33531133	0.37356381	0.18222751	0.12202052	0.20567234	0.45421237
1	0.44229415	0.62326145	0.73961735	0.46379269	0.56489342	0.82172118	0.12393228	0.63107	0.67329491	0.80920385	0.13786899	0.83522051	0.50388777	0.51536722	0.14315602
1	0.4927517	0.63120249	0.66928938	0.47777068	0.65492757	0.76350464	0.66641622	0.52188567	0.086666547	0.45259254	0.64011655	0.4897638	0.25784617	0.76258554	0.77555464
1	0.53062635	0.56899358	0.69849827	0.57694792	0.56000669	0.79040722	0.94793312	0.74631343	0.092352339	0.020535775	0.94557919	0.4923451	0.021555887	0.32421992	0.50784883
1	0.44732496	0.58509182	0.74931938	0.41273133	0.64462556	0.42992141	0.49035729	0.089891651	0.42956446	0.74861887	0.21780159	0.3224604	0.64680967	0.65753054	0.55937057
1	0.55766328	0.52486821	0.73291739	0.53623671	0.59274708	0.33085788	0.69516304	0.29824397	0.76895826	0.95345707	0.53413757	0.64647743	0.47062472	0.54655379	0.097697918
1	0.46965547	0.62756452	0.7280581	0.45756272	0.70049207	0.92960887	0.34787919	0.72272454	0.25779225	0.99700327	0.0098022523	0.87704872	0.93372566	0.81942224	0.086815101
1	0.53873715	0.67304769	0.69239977	0.39681723	0.62177445	0.36581618	0.24673453	0.056704689	0.20602786	0.29922502	0.08750035	0.099095282	0.26843882	0.89965099	0.3863899
1	0.52013122	0.66196816	0.68092571	0.50803167	0.59950185	0.99370462	0.22784294	0.41452254	0.08623453	0.35077674	0.57102587	0.23644493	0.019257477	0.91371168	0.56205605
1	0.50686795	0.62399861	0.72645931	0.51916066	0.51290205	0.1970538	0.44518317	0.76142589	0.037234634	0.036563018	0.62593763	0.74982221	0.74901847	0.39813088	0.51699676
1	0.45981736	0.65100301	0.69129154	0.54704764	0.61086044	0.27027042	0.53580106	0.50542814	0.27293879	0.6797339	0.8990049	0.39828223	0.26909154	0.39582223	0.10801669
1	0.55886781	0.59554855	0.74487819	0.45776369	0.66274751	0.7550771	0.64031183	0.82580886	0.69643299	0.41509339	0.35445573	0.36063657	0.78029582	0.060466772	0.5051331
1	0.44854679	0.61031232	0.77800304	0.47961427	0.58196452	0.37739554	0.41702895	0.33809772	0.12533218	0.18073776	0.41062909	0.75650954	0.66851221	0.084247052	0.27142162
1	0.49887528	0.70134883	0.6036858	0.4180568	0.57714701	0.58279097	0.054239484	0.11749285	0.07399477	0.65245107	0.922332	0.44944356	0.48454827	0.2020751	0.25728278
1	0.49092765	0.61190023	0.77468641	0.49024724	0.64127701	0.35922821	0.20549417	0.3073669	0.65549804	0.17500974	0.80209144	0.91749383	0.80037209	0.43782018	0.15250064
1	0.50149744	0.57603968	0.6497472	0.58181501	0.68981334	0.70404743	0.63519792	0.33209283	0.26617884	0.51655821	0.018177534	0.93602733	0.71567807	0.24622811	0.61739017
1	0.57491901	0.62667399	0.71197122	0.47496675	0.54764784	0.26214532	0.61471342	0.053754392	0.60353344	0.10592042	0.22771283	0.81160258	0.7201658	0.71379558	0.57161573
1	0.54743052	0.64167554	0.69545461	0.49828797	0.62001026	0.88428102	0.063404501	0.55666983	0.14202725	0.22866948	0.60263822	0.23038307	0.54915809	0.55354157	0.65591382
1	0.53783122	0.67695453	0.73998816	0.59689327	0.60410207	0.13629255	0.30130606	0.79896028	0.077346808	0.85226389	0.88654386	0.73105083	0.59318458	0.81864074	0.44384584
1	0.53657486	0.7704004	0.67478933	0.45225282	0.58934951	0.19202835	0.89075212	0.67539118	0.22895325	0.42433478	0.66061682	0.55729516	0.88415306	0.12281499	0.7842326
1	0.57963152	0.61833913	0.71617727	0.4727735	0.5580634	0.391183	0.87392741	0.77724054	0.60985717	0.52504516	0.041819864	0.97912913	0.13872464	0.72234851	0.766682
1	0.49172078	0.61376145	0.83947228	0.50867985	0.56434905	0.8085141	0.56497957	0.10915421	0.77272213	0.39888075	0.93966101	0.61947156	0.78811343	0.13433834	0.98696827
1	0.46363586	0.52240919	0.7501711	0.56026809	0.57784393	0.67143114	0.48429651	0.29993699	0.091498731	0.45788633	0.61727923	0.10153389	0.68622346	0.69480519	0.015644693
1	0.57385962	0.56460773	0.71554876	0.54428636	0.55917033	0.97274085	0.72975186	0.90515356	0.55177853	0.74254537	0.34743765	0.044165572	0.12165845	0.6642799	0.94521349
1	0.44560236	0.61523894	0.7267769	0.47508529	0.5831567	0.14760822	0.025228181	0.79835086	0.16620356	0.06001882	0.30891459	0.3661568	0.65385059	0.89786568	0.39017594
1	0.55473465	0.61137653	0.70576861	0.52299655	0.61946588	0.53034422	0.58009037	0.73626746	0.10060632	0.31752058	0.80055866	0.21014564	0.3423735	0.89619886	0.45938005
1	0.47221991	0.55839978	0.744353	0.42953025	0.59534647	0.86198048	0.93120138	0.78137705	0.12649987	0.4400356	0.68017837	0.35686899	0.59752658	0.97422163	0.59048318
1	0.5391127	0.60984462	0.7790249	0.4744995	0.6440551	0.85071267	0.55903254	0.68371557	0.98793473	0.63118873	0.78287207	0.50378079	0.40672692	0.50384008	0.14025536
1	0.50729656	0.64037676	0.64448997	0.51843116	0.57781844	0.67126437	0.14204112	0.66791612	0.65557317	0.93261357	0.76683139	0.32775496	0.93940971	0.53990509	0.082962649
1	0.52988336	0.66701878	0.73716136	0.50699669	0.62748243	0.47946322	0.00052237536	0.89848614	0.74913146	0.40218399	0.025134986	0.70433962	0.18920684	0.9879747	0.62005505
1	0.44992091	0.61617329	0.7313095	0.48879295	0.66110667	0.76885425	0.57370976	0.72970945	0.10881794	0.79465789	0.24416529	0.95417446	0.80082029	0.63114121	0.17104802
1	0.58451176	0.57209099	0.71651868	0.48840683	0.61081084	0.093820027	0.58144649	0.10401157	0.15184553	0.024434016	0.021649815	0.17898248	0.39901997	0.71666974	0.38993066
1	0.54610867	0.59777355	0.7433531	0.53684889	0.56298678	0.64731148	0.98995021	0.5399821	0.23482691	0.3813452	0.72577527	0.26905473	0.67511242	0.45474183	0.34689519
